,year,state_name,Commodity,crop_type,cul_cost_c2,derived_yield,mat_lab_input_seed,mat_lab_input_fertilizer,mat_lab_input_manure,seed_rate_per_unit,fert_rate_per_unit,manure_rate_per_unit,total_human_hours,total_labor_cost,total_operational_cost,total_fixed_cost,Unnamed: 0
1285,2009,Uttarakhand,wheat,Cereals,35410.81,33.0,117.38,115.1,36.48,17.69,13.47,34.38,391.9,9689.95,9958.91,16733.36,1135.0
1286,2009,West Bengal,wheat,Cereals,31678.75,23.85,130.96,156.67,5.37,21.45,15.87,49.37,833.16,14375.1,14668.1,8202.82,1136.0
1287,2009,Assam,jute,Fiber Crops,32528.45,19.81,8.5,47.55,15.19,130.66,22.08,74.58,1652.0300000000002,22824.86,22896.099999999995,5830.660000000001,1137.0
1288,2009,Odisha,jute,Fiber Crops,30852.21,19.27,7.48,51.81,16.86,50.31,15.74,40.04,1596.78,19533.69,19609.840000000004,8572.63,1138.0
1289,2009,West Bengal,jute,Fiber Crops,40851.02,25.81,7.27,122.55,9.19,96.98,15.51,59.23,1514.97,21244.029999999995,21383.04,14461.799999999996,1139.0
1290,2009,Bihar,potato,Vegetable,49583.83,180.76,2379.53,179.99,1.76,8.0,16.23,25.74,1157.73,14088.16,16649.44,8704.35,1140.0
1291,2009,Himachal Pradesh,potato,Vegetable,54329.32,109.42,1208.78,144.49,166.29,15.18,10.91,32.04,673.7,12011.48,13531.04,14997.740000000002,1141.0
1292,2009,Uttar Pradesh,potato,Vegetable,84587.22,227.69,3015.56,338.06,36.3,12.99,14.58,25.99,866.8600000000001,15117.84,18507.76,20248.44,1142.0
1293,2009,West Bengal,potato,Vegetable,88920.35,279.68,1676.89,527.0,45.11,18.1,15.12,58.56,1263.41,20352.85,22601.85,21321.41,1143.0
1294,2010,Andhra Pradesh,pigeonpeas,Pulses,24794.18,5.45,20.92,175.04,3.65,32.36,15.0,64.56,376.94,10835.320000000002,11034.930000000002,8732.810000000001,1144.0
1295,2010,Bihar,pigeonpeas,Pulses,19292.1,10.64,22.03,2.23,0.0,45.23,21.87,0.0,427.18,7467.049999999999,7491.309999999999,10371.13,1145.0
1296,2010,Gujarat,pigeonpeas,Pulses,23649.18,10.93,9.78,78.66,66.62,107.21,14.28,27.1,621.3,10518.96,10674.020000000002,7471.160000000001,1146.0
1297,2010,Karnataka,pigeonpeas,Pulses,22646.03,7.31,11.98,93.18,0.86,68.7,16.39,87.67,429.85,10735.85,10841.87,7463.38,1147.0
1298,2010,Madhya Pradesh,pigeonpeas,Pulses,19131.08,6.08,20.44,37.99,2.6,62.58,16.58,76.25,381.04,8611.339999999998,8672.369999999999,7444.960000000001,1148.0
1299,2010,Maharashtra,pigeonpeas,Pulses,44650.4,11.74,18.29,142.04,11.13,75.31,16.9,81.8,942.73,23634.53,23805.99,12992.490000000002,1149.0
1300,2010,Odisha,pigeonpeas,Pulses,15739.92,4.75,23.51,0.0,3.11,45.52,0.0,50.0,480.19,7586.24,7612.86,6769.17,1150.0
1301,2010,Tamil Nadu,pigeonpeas,Pulses,22668.07,6.88,18.06,148.3,15.52,56.52,13.54,20.0,457.09,12566.1,12747.98,5652.15,1151.0
1302,2010,Uttar Pradesh,pigeonpeas,Pulses,24681.41,7.63,839.94,44.95,0.0,58.52,12.33,0.0,512.48,9788.59,10673.48,13532.04,1152.0
1303,2010,Andhra Pradesh,cotton,Fiber Crops,49401.41,14.94,1.47,261.98,13.44,1501.59,13.8,82.65,612.1099999999999,18623.09,18899.98,21074.17,1153.0
1304,2010,Gujarat,cotton,Fiber Crops,53725.77,22.01,1.58,203.5,40.9,1579.42,14.3,43.65,1335.62,20806.220000000005,21052.200000000008,19774.79,1154.0
1305,2010,Haryana,cotton,Fiber Crops,46815.11,16.26,1.93,152.8,0.73,1816.45,13.56,20.0,573.77,18961.040000000005,19116.500000000004,17659.829999999998,1155.0
1306,2010,Karnataka,cotton,Fiber Crops,35538.75,12.1,1.98,151.98,11.02,1258.25,16.14,47.71,750.5899999999999,14881.19,15046.17,13812.51,1156.0
1307,2010,Madhya Pradesh,cotton,Fiber Crops,34664.63,14.36,1.24,80.36,1.52,1483.52,14.97,110.62,505.24,12470.56,12553.68,17426.52,1157.0
1308,2010,Maharashtra,cotton,Fiber Crops,52583.55,14.4,1.87,218.17,18.94,1471.74,16.27,77.35,1067.47,26600.59,26839.569999999992,15093.71,1158.0
1309,2010,Odisha,cotton,Fiber Crops,39103.06,14.88,1.52,183.47,18.34,1462.0,13.11,43.77,1562.39,18574.21,18777.54,14289.35,1159.0
1310,2010,Punjab,cotton,Fiber Crops,59282.06,19.3,2.7,211.6,1.66,1759.68,13.24,10.0,703.1199999999999,17456.410000000003,17672.370000000003,28944.39,1160.0
1311,2010,Rajasthan,cotton,Fiber Crops,44005.58,21.59,10.42,132.78,7.62,245.16,13.74,60.29,782.48,17314.39,17465.209999999995,19119.460000000003,1161.0
1312,2010,Tamil Nadu,cotton,Fiber Crops,56747.52,19.85,6.68,361.11,20.53,277.59,14.0,56.82,1226.56,30936.43,31324.75,14703.09,1162.0
1313,2010,Andhra Pradesh,sorghum,Cereals,31448.52,13.99,9.97,137.47,0.26,55.2,14.67,30.0,517.54,16250.41,16398.109999999997,11878.55,1163.0
1314,2010,Karnataka,sorghum,Cereals,13880.98,6.57,7.73,40.74,0.0,31.74,17.06,0.0,350.37,8177.670000000001,8226.140000000001,4528.31,1164.0
1315,2010,Madhya Pradesh,sorghum,Cereals,18597.79,14.42,15.46,39.93,4.43,64.86,15.24,96.57,404.7,11021.28,11081.1,5273.83,1165.0
1316,2010,Maharashtra,sorghum,Cereals,26333.23,12.77,10.75,64.79,3.99,44.33,15.31,82.16,517.11,15365.12,15444.65,8298.06,1166.0
1317,2010,Rajasthan,sorghum,Cereals,13045.45,5.56,35.61,19.26,0.32,33.16,15.14,50.0,304.71,8145.41,8200.599999999999,3267.32,1167.0
1318,2010,Tamil Nadu,sorghum,Cereals,15624.02,8.47,27.91,23.38,9.15,28.24,12.61,93.08,327.96,9478.51,9538.95,3807.880000000001,1168.0
1319,2010,Andhra Pradesh,maize,Cereals,46228.5,51.06,20.5,221.93,6.46,124.43,14.62,51.07,646.12,20002.97,20251.86,16942.75,1169.0
1320,2010,Bihar,maize,Cereals,23251.28,36.44,24.43,159.98,1.38,99.94,15.73,62.47,457.73,7436.570000000001,7622.360000000001,6498.16,1170.0
1321,2010,Chhattisgarh,maize,Cereals,11854.48,8.86,23.95,0.0,0.0,15.03,0.0,0.0,554.09,8830.69,8854.640000000001,2601.0600000000004,1171.0
1322,2010,Gujarat,maize,Cereals,22549.57,17.15,14.95,136.52,48.76,79.84,13.75,42.5,543.53,10800.12,11000.350000000002,5194.719999999999,1172.0
1323,2010,Himachal Pradesh,maize,Cereals,17927.61,15.3,31.84,47.79,36.11,27.68,11.83,44.42,365.08,8555.949999999999,8671.69,6025.11,1173.0
1324,2010,Karnataka,maize,Cereals,25946.48,34.28,15.89,121.36,6.08,106.75,15.71,46.04,596.56,13147.749999999998,13291.079999999998,8304.09,1174.0
1325,2010,Madhya Pradesh,maize,Cereals,16424.9,12.37,19.94,40.73,5.27,35.39,15.38,100.0,411.56,9831.06,9897.0,4454.33,1175.0
1326,2010,Rajasthan,maize,Cereals,26344.13,19.42,31.73,105.73,26.52,74.94,14.2,59.36,669.1600000000001,13623.17,13787.15,6842.58,1176.0
1327,2010,Tamil Nadu,maize,Cereals,43460.55,49.44,20.37,232.2,28.07,158.42,13.71,52.31,621.91,20148.29,20428.93,13228.78,1177.0
1328,2010,Uttar Pradesh,maize,Cereals,21141.46,18.51,20.8,79.88,2.75,31.5,13.76,40.36,583.0,11198.3,11301.729999999998,7190.3,1178.0
1329,2010,Andhra Pradesh,mungbean,Pulses,12787.6,4.15,20.06,11.93,12.61,71.36,15.28,30.05,169.03,5568.43,5613.030000000001,5031.549999999999,1179.0
1330,2010,Karnataka,mungbean,Pulses,11575.35,2.83,12.01,25.93,1.79,73.88,16.29,93.1,288.94,6694.490000000001,6734.220000000001,3087.11,1180.0
1331,2010,Maharashtra,mungbean,Pulses,24524.63,6.44,16.56,87.36,11.67,92.57,17.84,96.15,496.64,13782.86,13898.45,5753.97,1181.0
1332,2010,Odisha,mungbean,Pulses,11560.04,2.99,29.87,0.12,0.08,53.83,13.46,50.0,318.03,5662.009999999999,5692.079999999999,4145.12,1182.0
1333,2010,Rajasthan,mungbean,Pulses,14347.47,4.92,13.49,8.26,5.84,84.85,16.27,40.18,285.51,7400.57,7428.16,5168.360000000001,1183.0
1334,2010,Odisha,niger seed,Oilseeds,10198.28,3.21,10.1,0.0,0.0,35.0,0.0,0.0,312.06,6043.620000000001,6053.720000000001,3657.37,1184.0
1335,2010,Andhra Pradesh,rice,Cereals,51505.34,52.6,78.54,226.15,8.05,20.48,14.01,34.98,735.64,25535.54,25848.28,17818.500000000004,1185.0
1336,2010,Assam,rice,Cereals,25884.38,29.58,62.2,15.67,4.59,12.98,21.23,60.84,693.05,15832.89,15915.350000000002,8177.18,1186.0
1337,2010,Bihar,rice,Cereals,20960.19,19.29,52.14,76.68,0.0,26.26,15.16,0.0,756.92,11588.76,11717.58,5390.76,1187.0
1338,2010,Chhattisgarh,rice,Cereals,23493.99,26.19,93.27,87.56,5.53,14.53,14.9,72.35,508.66,11420.66,11607.02,8162.17,1188.0
1339,2010,Gujarat,rice,Cereals,33954.51,42.69,0.0,209.06,19.12,0.0,15.12,37.05,933.01,15192.850000000002,15421.030000000002,10287.29,1189.0
1340,2010,Haryana,rice,Cereals,49868.2,37.54,0.0,206.87,0.04,0.0,14.05,48.0,605.86,18594.19,18801.1,21681.19,1190.0
1341,2010,Himachal Pradesh,rice,Cereals,18557.86,20.34,100.78,29.36,2.4,11.85,11.52,48.2,421.11,9952.16,10084.7,6463.59,1191.0
1342,2010,Jharkhand,rice,Cereals,20849.2,13.57,52.92,40.04,4.13,18.88,16.02,35.19,733.38,12883.05,12980.14,5823.92,1192.0
1343,2010,Karnataka,rice,Cereals,45658.12,47.76,89.43,274.81,7.41,19.96,14.86,60.39,998.62,25179.69000000001,25551.340000000007,12294.009999999998,1193.0
1344,2010,Kerala,rice,Cereals,44647.85,40.15,0.0,160.94,7.27,0.0,13.16,114.21,518.49,26297.22,26465.43,11959.24,1194.0
1345,2010,Madhya Pradesh,rice,Cereals,23998.24,23.31,65.06,79.75,10.46,21.17,14.37,75.58,538.98,10979.45,11134.719999999998,9048.5,1195.0
1346,2010,Maharashtra,rice,Cereals,48899.38,27.76,66.1,130.14,32.61,34.97,15.07,113.12,1313.98,28559.3,28788.15,10491.15,1196.0
1347,2010,Odisha,rice,Cereals,30318.4,28.3,89.75,90.82,23.76,9.91,15.0,40.0,1041.75,17431.99,17636.32,9018.56,1197.0
1348,2010,Punjab,rice,Cereals,51279.34,60.49,0.0,204.99,29.25,0.0,13.89,8.51,390.9500000000001,15165.32,15399.56,27363.22,1198.0
1349,2010,Tamil Nadu,rice,Cereals,50632.4,50.32,0.0,240.1,25.26,0.0,14.12,45.68,771.44,24912.660000000003,25178.02,13405.04,1199.0
1350,2010,Uttar Pradesh,rice,Cereals,32299.35,37.51,0.0,175.02,6.35,0.0,14.1,20.55,795.0899999999999,13651.63,13833.0,11491.07,1200.0
1351,2010,Uttarakhand,rice,Cereals,32954.25,38.13,0.0,136.44,28.11,0.0,12.65,60.0,485.76,11952.47,12117.020000000002,12700.94,1201.0
1352,2010,West Bengal,rice,Cereals,43019.85,36.85,63.32,140.48,17.92,19.84,16.2,62.34,1222.56,23320.77,23542.49,12013.67,1202.0
1353,2010,Andhra Pradesh,blackgram,Pulses,20654.69,5.23,32.38,6.79,0.0,84.03,16.09,0.0,202.8,6965.56,7004.7300000000005,8710.51,1203.0
1354,2010,Chhattisgarh,blackgram,Pulses,12775.43,5.18,25.42,2.32,0.0,49.41,16.98,0.0,224.94,6046.32,6074.06,5275.400000000001,1204.0
1355,2010,Madhya Pradesh,blackgram,Pulses,19202.05,7.96,24.74,37.1,4.08,56.06,16.12,67.46,336.7,9130.98,9196.9,7165.51,1205.0
1356,2010,Maharashtra,blackgram,Pulses,22038.26,6.8,16.05,48.8,14.47,86.17,18.76,77.1,498.92,11678.24,11757.559999999998,6252.990000000001,1206.0
1357,2010,Odisha,blackgram,Pulses,12953.26,3.95,33.75,5.08,1.74,46.65,15.41,47.31,366.75,5912.439999999999,5953.009999999998,5078.589999999999,1207.0
1358,2010,Rajasthan,blackgram,Pulses,16353.69,4.52,26.93,5.49,1.94,75.42,14.18,70.0,373.83,8721.589999999998,8755.949999999999,5222.200000000001,1208.0
1359,2010,Tamil Nadu,blackgram,Pulses,17422.14,5.11,24.96,24.88,3.13,77.54,16.48,56.39,277.92999999999995,8114.540000000001,8167.510000000001,5728.44,1209.0
1360,2010,Uttar Pradesh,blackgram,Pulses,14460.58,5.12,17.59,2.25,0.0,61.52,12.77,0.0,367.39,7558.519999999999,7578.36,5401.72,1210.0
1361,2010,Rajasthan,barley,Cereals,24094.39,28.26,123.03,62.67,1.26,14.82,15.08,50.0,391.85,11223.1,11410.06,8159.64,1211.0
1362,2010,Uttar Pradesh,barley,Cereals,31573.15,33.72,134.1,125.79,1.2,11.92,14.66,4.8,459.67,13180.54,13441.63,11932.51,1212.0
1363,2010,Andhra Pradesh,chickpea,Pulses,27009.25,13.48,102.01,98.98,0.65,21.51,18.17,30.0,231.09,9752.35,9953.99,10739.14,1213.0
1364,2010,Bihar,chickpea,Pulses,18524.2,15.27,85.77,50.63,0.64,25.86,16.68,15.0,403.96,5536.2300000000005,5673.270000000001,7928.76,1214.0
1365,2010,Chhattisgarh,chickpea,Pulses,16675.76,10.28,82.55,45.65,0.0,24.96,17.66,0.0,220.89,6648.99,6777.19,6595.719999999999,1215.0
1366,2010,Haryana,chickpea,Pulses,15233.95,5.28,40.06,5.41,0.0,24.66,15.63,0.0,193.88,7715.35,7760.820000000001,6150.22,1216.0
1367,2010,Jharkhand,chickpea,Pulses,14379.07,7.03,68.22,0.02,0.0,34.04,20.0,0.0,287.78,6753.769999999999,6822.009999999999,5080.33,1217.0
1368,2010,Karnataka,chickpea,Pulses,16474.59,8.37,64.06,39.34,0.0,27.16,17.32,0.0,328.96,7743.51,7846.910000000001,4721.44,1218.0
1369,2010,Madhya Pradesh,chickpea,Pulses,18657.75,10.19,87.6,39.29,0.12,26.37,16.44,68.89,230.43,6754.889999999999,6881.9,7620.54,1219.0
1370,2010,Maharashtra,chickpea,Pulses,21066.61,9.74,70.95,46.9,0.0,29.51,18.61,0.0,379.26,10188.339999999998,10306.19,6719.719999999999,1220.0
1371,2010,Rajasthan,chickpea,Pulses,14646.41,8.65,58.09,17.59,0.0,26.24,16.98,0.0,218.83,6472.8,6548.4800000000005,5687.94,1221.0
1372,2010,Uttar Pradesh,chickpea,Pulses,26111.52,12.39,94.37,38.16,0.0,27.0,16.37,0.0,400.4,11103.87,11236.4,10982.64,1222.0
1373,2010,Bihar,lentil,Pulses,15581.16,9.21,31.2,39.31,0.0,37.26,18.69,0.0,317.09000000000003,5987.1,6057.610000000001,7037.02,1223.0
1374,2010,Jharkhand,lentil,Pulses,11544.98,6.29,20.75,0.0,0.0,33.19,0.0,0.0,274.75,4423.34,4444.09,6320.740000000001,1224.0
1375,2010,Madhya Pradesh,lentil,Pulses,13159.17,4.86,45.35,19.15,0.14,32.83,16.67,32.0,199.93,5963.22,6027.860000000001,4806.4800000000005,1225.0
1376,2010,Uttar Pradesh,lentil,Pulses,22614.62,9.86,65.88,27.7,0.0,37.69,16.26,0.0,343.86,7977.71,8071.29,11210.55,1226.0
1377,2010,West Bengal,lentil,Pulses,23663.55,9.06,43.68,54.67,0.92,44.91,19.79,80.0,484.22,11531.48,11630.75,8342.329999999998,1227.0
1378,2010,Madhya Pradesh,pea,Vegetable,20758.23,12.82,105.69,75.59,0.11,35.79,14.89,100.0,332.19,6721.37,6902.759999999999,7521.82,1228.0
1379,2010,Uttar Pradesh,pea,Vegetable,23590.4,11.03,109.94,52.49,0.0,24.05,14.69,0.0,362.17,9188.68,9351.11,8858.75,1229.0
1380,2010,Bihar,wheat,Cereals,24347.8,26.49,113.08,125.6,0.25,17.73,16.33,25.15,478.97,10506.17,10745.1,6803.64,1230.0
1381,2010,Chhattisgarh,wheat,Cereals,21312.66,17.02,106.12,108.2,0.0,16.59,14.47,0.0,324.52,6869.03,7083.349999999999,7844.08,1231.0
1382,2010,Gujarat,wheat,Cereals,27297.04,36.1,157.43,178.8,1.12,19.6,14.3,47.88,361.21,8661.05,8998.4,8894.76,1232.0
1383,2010,Haryana,wheat,Cereals,42323.07,45.4,117.21,202.95,0.25,15.57,13.45,8.12,283.58000000000004,14114.489999999998,14434.899999999998,19759.370000000003,1233.0
1384,2010,Himachal Pradesh,wheat,Cereals,17862.22,11.96,112.52,57.8,24.6,12.01,11.89,43.43,225.34000000000003,7150.699999999999,7345.62,7082.700000000001,1234.0
1385,2010,Jharkhand,wheat,Cereals,23732.38,12.63,121.32,92.12,0.0,18.48,16.23,0.0,428.43,11836.12,12049.56,6025.78,1235.0
1386,2010,Madhya Pradesh,wheat,Cereals,27532.33,28.17,115.6,104.63,0.03,16.76,14.43,29.33,287.76,9039.52,9259.78,12435.17,1236.0
1387,2010,Maharashtra,wheat,Cereals,36488.27,28.37,115.94,192.2,0.33,25.58,15.01,184.41,519.59,15687.06,15995.530000000002,10740.14,1237.0
1388,2010,Punjab,wheat,Cereals,42983.98,42.87,107.08,245.02,0.76,14.71,13.3,10.0,160.82999999999998,10996.71,11349.570000000002,24864.410000000003,1238.0
1389,2010,Rajasthan,wheat,Cereals,31630.89,39.56,151.08,132.91,3.43,15.57,14.68,42.4,464.34,11969.27,12256.69,12775.71,1239.0
1390,2010,Uttar Pradesh,wheat,Cereals,35984.44,36.81,144.13,182.19,1.16,15.39,14.77,34.9,440.28,12206.8,12534.28,14696.749999999998,1240.0
1391,2010,Uttarakhand,wheat,Cereals,33239.78,34.8,119.59,117.81,21.86,13.74,13.68,58.62,356.36,11040.42,11299.68,15625.46,1241.0
1392,2010,West Bengal,wheat,Cereals,37166.77,29.11,117.2,196.19,5.58,18.01,16.13,61.42,829.9100000000001,18637.42,18956.39,9075.35,1242.0
1393,2010,Assam,jute,Fiber Crops,41265.39,14.64,8.31,48.28,14.53,174.86,23.65,82.15,1644.07,29375.55,29446.67,7420.249999999999,1243.0
1394,2010,Odisha,jute,Fiber Crops,41208.2,17.87,7.09,41.44,19.89,49.15,16.13,44.49,1661.48,26546.41,26614.83,11708.32,1244.0
1395,2010,West Bengal,jute,Fiber Crops,51749.91,25.29,7.65,112.15,5.93,123.22,16.75,86.8,1467.41,26436.45,26562.18,19305.94,1245.0
1396,2010,Bihar,potato,Vegetable,55250.24,199.9,2491.31,182.49,3.46,8.52,17.25,42.57,1135.3,16559.519999999997,19236.78,9209.91,1246.0
1397,2010,Himachal Pradesh,potato,Vegetable,75191.07,125.88,1325.82,185.24,191.59,13.28,13.32,40.47,764.62,15728.009999999998,17430.66,29545.99,1247.0
1398,2010,Uttar Pradesh,potato,Vegetable,64684.14,250.26,2931.5,346.99,35.04,6.01,15.86,29.24,892.15,16131.469999999998,19445.0,20604.51,1248.0
1399,2010,West Bengal,potato,Vegetable,96665.14,262.66,1618.48,547.22,70.24,12.37,15.77,63.33,1272.15,25751.94,27987.880000000005,31093.410000000003,1249.0
1400,2011,Andhra Pradesh,pigeonpeas,Pulses,33439.35,9.59,12.47,100.63,4.9,91.82,24.13,95.72,387.87,13264.55,13382.55,13758.38,1250.0
1401,2011,Bihar,pigeonpeas,Pulses,11080.28,5.5,28.0,0.0,0.0,60.0,0.0,0.0,167.33,2382.36,2410.36,6905.1100000000015,1251.0
1402,2011,Gujarat,pigeonpeas,Pulses,27780.68,8.14,15.46,90.36,13.06,88.05,16.3,39.12,717.79,14742.48,14861.36,7278.58,1252.0
1403,2011,Karnataka,pigeonpeas,Pulses,26052.49,9.55,13.9,61.06,1.95,50.28,21.07,126.1,402.88,10898.42,10975.33,10268.4,1253.0
1404,2011,Madhya Pradesh,pigeonpeas,Pulses,19993.36,7.65,20.02,26.76,0.69,43.47,20.59,71.65,336.89,7874.920000000001,7922.390000000001,9394.88,1254.0
1405,2011,Maharashtra,pigeonpeas,Pulses,46445.03,14.15,18.52,92.38,3.06,67.44,21.66,132.23,899.88,25003.18,25117.140000000003,14993.49,1255.0
1406,2011,Odisha,pigeonpeas,Pulses,15169.22,3.61,20.95,0.58,0.0,42.82,31.83,0.0,470.62,8459.89,8481.42,5664.240000000001,1256.0
1407,2011,Uttar Pradesh,pigeonpeas,Pulses,30354.34,9.14,15.53,3.95,0.0,63.8,18.72,0.0,623.56,13435.14,13454.620000000004,14826.78,1257.0
1408,2011,Andhra Pradesh,cotton,Fiber Crops,61634.0,17.32,1.67,237.17,19.39,2227.01,20.76,75.39,636.76,23919.9,24178.13,23581.13,1258.0
1409,2011,Gujarat,cotton,Fiber Crops,58037.88,17.48,1.66,215.07,44.41,1779.68,16.94,54.83,1067.25,25022.81,25283.95,17844.260000000002,1259.0
1410,2011,Haryana,cotton,Fiber Crops,62329.97,18.64,2.26,134.35,0.48,2006.52,15.81,33.83,747.23,26269.4,26406.489999999994,23830.82,1260.0
1411,2011,Karnataka,cotton,Fiber Crops,44735.12,14.75,2.01,164.23,15.42,1875.61,19.45,89.99,768.28,19192.11,19373.77,15236.81,1261.0
1412,2011,Madhya Pradesh,cotton,Fiber Crops,41861.39,16.34,1.13,92.22,6.44,2075.11,18.36,127.0,523.9399999999999,14501.72,14601.51,19595.47,1262.0
1413,2011,Maharashtra,cotton,Fiber Crops,61907.49,15.34,1.75,273.15,14.39,2144.14,20.04,92.59,958.73,28919.78,29209.07,17062.760000000002,1263.0
1414,2011,Odisha,cotton,Fiber Crops,43434.33,12.58,1.5,197.85,20.19,2498.15,16.82,52.82,1346.25,21341.86,21561.4,13003.12,1264.0
1415,2011,Punjab,cotton,Fiber Crops,66697.56,16.9,2.79,230.98,0.0,2079.07,13.99,0.0,707.51,22969.88,23203.65,27581.82,1265.0
1416,2011,Rajasthan,cotton,Fiber Crops,54296.25,21.51,6.85,119.19,16.28,577.09,17.03,62.51,772.4599999999999,24790.13,24932.45,18725.68,1266.0
1417,2011,Tamil Nadu,cotton,Fiber Crops,61318.9,14.41,5.96,276.42,21.5,398.59,21.73,46.73,1074.5,34255.7,34559.579999999994,13926.31,1267.0
1418,2011,Andhra Pradesh,sorghum,Cereals,28665.36,14.77,14.23,94.98,1.33,48.89,20.48,38.04,422.07,14354.670000000002,14465.21,9870.14,1268.0
1419,2011,Karnataka,sorghum,Cereals,21045.98,10.29,9.63,71.14,1.12,58.9,22.34,102.83,421.93,10782.899999999998,10864.789999999995,7560.420000000001,1269.0
1420,2011,Madhya Pradesh,sorghum,Cereals,16106.85,12.84,11.39,55.6,2.7,96.01,19.84,100.0,248.11,8180.64,8250.330000000002,4885.700000000001,1270.0
1421,2011,Maharashtra,sorghum,Cereals,34744.47,15.92,11.48,77.64,0.65,67.32,19.82,171.73,564.1800000000001,18982.890000000003,19072.660000000003,11229.31,1271.0
1422,2011,Tamil Nadu,sorghum,Cereals,20393.59,6.53,31.27,17.94,9.18,21.41,31.06,50.25,318.27,12121.14,12179.53,5820.04,1272.0
1423,2011,Andhra Pradesh,maize,Cereals,44038.14,47.28,19.77,203.63,8.51,124.1,19.75,57.32,455.99,18472.04,18703.95,16761.920000000002,1273.0
1424,2011,Bihar,maize,Cereals,27640.99,30.8,19.88,123.68,14.26,115.03,22.13,32.15,570.46,11595.090000000002,11752.910000000002,7532.94,1274.0
1425,2011,Chhattisgarh,maize,Cereals,11631.29,12.67,23.04,0.0,0.0,27.64,0.0,0.0,518.26,7398.549999999999,7421.589999999999,3545.7899999999995,1275.0
1426,2011,Gujarat,maize,Cereals,26660.58,10.77,45.34,133.08,34.56,32.39,16.92,35.03,755.73,15959.36,16172.34,4603.42,1276.0
1427,2011,Himachal Pradesh,maize,Cereals,20948.09,13.93,32.53,46.97,43.07,23.34,12.19,53.92,388.01,10086.820000000002,10209.39,6842.39,1277.0
1428,2011,Karnataka,maize,Cereals,36272.45,37.46,17.33,198.59,11.86,124.35,18.01,94.64,599.95,16804.68,17032.460000000003,11731.94,1278.0
1429,2011,Madhya Pradesh,maize,Cereals,23063.61,23.83,18.71,66.84,4.19,99.89,16.73,86.73,373.42,11294.73,11384.47,7972.740000000001,1279.0
1430,2011,Rajasthan,maize,Cereals,27539.49,18.36,31.92,89.99,4.32,24.84,17.6,60.46,731.01,18934.070000000003,19060.300000000003,5691.110000000001,1280.0
1431,2011,Tamil Nadu,maize,Cereals,57022.85,60.42,19.16,231.8,37.3,177.85,19.65,110.15,644.9300000000001,26439.65,26727.91,14958.38,1281.0
1432,2011,Uttar Pradesh,maize,Cereals,26461.18,17.49,17.73,64.34,0.0,35.26,18.3,0.0,607.46,14809.38,14891.45,8879.29,1282.0
1433,2011,Andhra Pradesh,mungbean,Pulses,20669.87,7.22,23.22,16.7,0.0,58.52,18.49,0.0,254.11,7781.810000000001,7821.730000000001,10171.749999999998,1283.0
1434,2011,Karnataka,mungbean,Pulses,14007.79,3.3,13.79,40.93,0.47,75.12,19.68,100.0,319.67,7618.41,7673.6,4209.79,1284.0
1435,2011,Maharashtra,mungbean,Pulses,26008.25,5.05,16.64,51.03,3.56,85.42,21.42,159.39,493.93,16547.659999999996,16618.889999999996,5571.32,1285.0
1436,2011,Odisha,mungbean,Pulses,13352.63,3.2,30.33,3.66,1.33,46.64,22.0,50.0,340.86,7248.340000000001,7283.660000000001,4387.9400000000005,1286.0
1437,2011,Rajasthan,mungbean,Pulses,17243.8,4.41,14.88,18.57,2.23,95.84,17.9,65.64,308.73,10810.64,10846.32,4102.4400000000005,1287.0
1438,2011,Tamil Nadu,mungbean,Pulses,16464.64,4.58,21.4,34.29,6.15,61.52,24.64,53.63,225.68,8773.789999999999,8835.63,4208.910000000001,1288.0
1439,2011,Odisha,niger seed,Oilseeds,13951.74,4.54,10.0,0.0,0.0,25.86,0.0,0.0,428.02,9784.51,9794.51,3743.2,1289.0
1440,2011,Andhra Pradesh,rice,Cereals,58027.19,55.56,75.23,212.0,22.76,18.89,19.7,39.36,673.87,27610.57,27920.56,20533.86,1290.0
1441,2011,Assam,rice,Cereals,28976.32,26.51,60.98,16.6,5.53,13.18,24.23,86.79,670.34,18972.28,19055.39,7821.16,1291.0
1442,2011,Bihar,rice,Cereals,27833.63,27.58,47.42,97.39,0.0,24.77,19.34,0.0,797.03,16330.72,16475.530000000002,7901.33,1292.0
1443,2011,Chhattisgarh,rice,Cereals,29869.33,29.91,83.87,118.04,10.59,16.94,16.02,97.81,481.8200000000001,12820.999999999998,13033.5,11103.37,1293.0
1444,2011,Gujarat,rice,Cereals,38578.14,26.98,7.93,207.31,37.59,341.56,17.51,47.76,872.21,17179.13,17431.960000000003,10875.259999999998,1294.0
1445,2011,Haryana,rice,Cereals,56245.8,44.14,0.0,212.19,1.17,0.0,15.01,44.58,649.66,21981.24,22194.599999999995,20062.06,1295.0
1446,2011,Himachal Pradesh,rice,Cereals,20986.33,21.38,91.61,26.97,3.99,14.36,11.43,39.24,411.69,11198.85,11321.42,7644.119999999999,1296.0
1447,2011,Jharkhand,rice,Cereals,24933.0,14.67,62.15,33.15,0.89,23.91,18.39,45.28,778.9200000000001,15721.330000000002,15817.52,6695.99,1297.0
1448,2011,Karnataka,rice,Cereals,54810.01,50.5,79.61,290.49,14.41,26.22,21.3,86.01,860.92,26605.64,26990.15,15906.06,1298.0
1449,2011,Kerala,rice,Cereals,52973.11,43.36,0.0,158.46,12.9,0.0,23.65,87.97,501.21,28975.180000000004,29146.540000000005,14817.88,1299.0
